Effect_ID,Paper_ID,Disease_Prevalence,Unit_Prevalence,DiseasePrev_SE,SourcePrev,Year,Month,SourceYear,Location,SourceLocation,Region_HoeghGuldberg,Region_Kleypas,Lat,Lon,SourceLatLon,SST_C,SourceTemp,Notes
EI0830,CD105,0.9192825,%,0.38116592,Figure 2,2007,Jul,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0831,CD105,2.7578475,%,0.85201794,Figure 2,2007,Sep,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0832,CD105,3.206278,%,0.65022422,Figure 2,2007,Nov,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0833,CD105,1.1883408,%,0.82959641,Figure 2,2008,Jan,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0834,CD105,0.8520179,%,0.56053812,Figure 2,2008,Feb,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0835,CD105,0.2017937,%,0.04484305,Figure 2,2008,Mar,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0836,CD105,0.6502242,%,0.38116592,Figure 2,2008,Apr,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0837,CD105,0.470852,%,0.24663677,Figure 2,2008,Aug,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0838,CD105,2.0852018,%,0.71748879,Figure 2,2008,Nov,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0839,CD105,1.6816143,%,0.47085202,Figure 2,2008,Dec,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0840,CD105,1.5919283,%,0.53811659,Figure 2,2009,Jan,Figure 2,"Pelorus Island, GBR Marine Park",Materials and Methods Study site and field surveys,Western Pacific,Australia,-18.55,146.5,"Materials and Methods Study site and field surveys, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0841,CD106,1.3,%,0.2090909,Figure 3,2011,Jan-Apr,Materials and Methods Study sites,"Grand Recif of Tulear, SW Madagascar",Materials and Methods Study sites,Western Indian Ocean,West Indian,-23.08961,43.60424,"GoogleMaps Grand Recif, Madagascar",,,Prevalence extracted using MetaDigitise in Rstudio n = 30
EI0842,CD106,0.3818182,%,0.1636364,Figure 3,2011,Jan-Apr,Materials and Methods Study sites,"Adavadoaka Reef System, Madagascar",Materials and Methods Study sites,Western Indian Ocean,West Indian,-22.07695,43.23053,"Figure 1, GoogleMaps",,,Prevalence extracted using MetaDigitise in Rstudio n = 30
EI0843,CD107,4.3,%,1.8,Results Differential disease susceptibility among color morphs of M capitata,2007,May,Materials and Methods Susceptibility to coral disease,"Kaneohe Bay, Oahu, HI",Materials and Methods Study site,Western Pacific,Polynesia,21.46346,-157.81028,GoogleMaps Kaneohe Bay,,,orange morph
EI0844,CD107,0.6,%,0.4,Results Differential disease susceptibility among color morphs of M capitata,2007,May,Materials and Methods Susceptibility to coral disease,"Kaneohe Bay, Oahu, HI",Materials and Methods Study site,Western Pacific,Polynesia,21.46346,-157.81028,GoogleMaps Kaneohe Bay,,,red morph
EI0845,CD107,15.7,%,3.6,Results Differential disease susceptibility among color morphs of M capitata,2011,Jul,Materials and Methods Susceptibility to coral disease,"Kaneohe Bay, Oahu, HI",Materials and Methods Study site,Western Pacific,Polynesia,21.46346,-157.81028,GoogleMaps Kaneohe Bay,,,orange morph
EI0846,CD107,3.4,%,0.7,Results Differential disease susceptibility among color morphs of M capitata,2011,Jul,Materials and Methods Susceptibility to coral disease,"Kaneohe Bay, Oahu, HI",Materials and Methods Study site,Western Pacific,Polynesia,21.46346,-157.81028,GoogleMaps Kaneohe Bay,,,red morph
EI0847,CD108,3.6,%,,Table 1,2008,0,Table 1,"Similan Island, Andaman Sea",Material and Methods p57,Eastern Indian Ocean,Southeast Asia,10.96181,97.69758,GoogleMaps Similan Island,,,
EI0848,CD108,2.1,%,,Table 1,2008,0,Table 1,"Similan Island, Andaman Sea",Material and Methods p57,Eastern Indian Ocean,Southeast Asia,10.96181,97.69758,GoogleMaps Similan Island,,,
EI0849,CD108,16.4,%,,Table 1,2008,0,Table 1,"Similan Island, Andaman Sea",Material and Methods p57,Eastern Indian Ocean,Southeast Asia,10.96181,97.69758,GoogleMaps Similan Island,,,
EI0850,CD108,4.8,%,,Table 1,2010,Nov,Table 1,"Similan Island, Andaman Sea",Material and Methods p57,Eastern Indian Ocean,Southeast Asia,10.96181,97.69758,GoogleMaps Similan Island,,,
EI0851,CD108,0.6,%,,Table 1,2010,Nov,Table 1,"Similan Island, Andaman Sea",Material and Methods p57,Eastern Indian Ocean,Southeast Asia,10.96181,97.69758,GoogleMaps Similan Island,,,
EI0852,CD108,8,%,,Table 1,2010,Nov,Table 1,"Similan Island, Andaman Sea",Material and Methods p57,Eastern Indian Ocean,Southeast Asia,10.96181,97.69758,GoogleMaps Similan Island,,,
EI0853,CD108,0.8,%,,Table 1,2009,0,Table 1,"Surin Island, Andaman Sea",Material and Methods p57,Eastern Indian Ocean,Southeast Asia,9.45445,97.87704,GoogleMaps Surin Islands,,,
EI0854,CD108,0,%,,Table 1,2009,0,Table 1,"Surin Island, Andaman Sea",Material and Methods p57,Eastern Indian Ocean,Southeast Asia,9.45445,97.87704,GoogleMaps Surin Islands,,,
EI0855,CD108,8.5,%,,Table 1,2009,0,Table 1,"Surin Island, Andaman Sea",Material and Methods p57,Eastern Indian Ocean,Southeast Asia,9.45445,97.87704,GoogleMaps Surin Islands,,,
EI0856,CD108,22.3,%,,Table 1,2010,Nov,Table 1,"Surin Island, Andaman Sea",Material and Methods p57,Eastern Indian Ocean,Southeast Asia,9.45445,97.87704,GoogleMaps Surin Islands,,,
EI0857,CD108,0.3,%,,Table 1,2010,Nov,Table 1,"Surin Island, Andaman Sea",Material and Methods p57,Eastern Indian Ocean,Southeast Asia,9.45445,97.87704,GoogleMaps Surin Islands,,,
EI0858,CD108,9.2,%,,Table 1,2010,Nov,Table 1,"Surin Island, Andaman Sea",Material and Methods p57,Eastern Indian Ocean,Southeast Asia,9.45445,97.87704,GoogleMaps Surin Islands,,,
EI0859,CD109,12.25,%,,Figure 2,2009,Apr-Sep,Materials and Methods p813,"Vethalai, Palk Bay",Figure 2,Eastern Indian Ocean,Central Indian,9.53495,79.24993,GoogleMaps Palk Bay,,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0860,CD109,17.916667,%,,Figure 2,2009,Apr-Sep,Materials and Methods p813,"T Nagar, Palk Bay",Figure 2,Eastern Indian Ocean,Central Indian,9.53495,79.24993,GoogleMaps Palk Bay,,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0861,CD109,20.625,%,,Figure 2,2009,Apr-Sep,Materials and Methods p813,"Shooting thidal, Palk Bay",Figure 2,Eastern Indian Ocean,Central Indian,9.53495,79.24993,GoogleMaps Palk Bay,,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0862,CD109,28.541667,%,,Figure 2,2009,Apr-Sep,Materials and Methods p813,"Mandapam, Palk Bay",Figure 2,Eastern Indian Ocean,Central Indian,9.53495,79.24993,GoogleMaps Palk Bay,,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0863,CD109,43.333333,%,,Figure 2,2009,Apr-Sep,Materials and Methods p813,"Mandapam jetty, Palk Bay",Figure 2,Eastern Indian Ocean,Central Indian,9.53495,79.24993,GoogleMaps Palk Bay,,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0864,CD109,15.208333,%,,Figure 2,2009,Apr-Sep,Materials and Methods p813,"Koilvadi, Palk Bay",Figure 2,Eastern Indian Ocean,Central Indian,9.53495,79.24993,GoogleMaps Palk Bay,,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0865,CD109,8.333333,%,,Figure 2,2009,Apr-Sep,Materials and Methods p813,"Pampan, Palk Bay",Figure 2,Eastern Indian Ocean,Central Indian,9.53495,79.24993,GoogleMaps Palk Bay,,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0866,CD109,7.708333,%,,Figure 2,2009,Apr-Sep,Materials and Methods p813,"Thangachimadam, Palk Bay",Figure 2,Eastern Indian Ocean,Central Indian,9.53495,79.24993,GoogleMaps Palk Bay,,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0867,CD109,9.791667,%,,Figure 2,2009,Apr-Sep,Materials and Methods p813,"Rameswaram north, Palk Bay",Figure 2,Eastern Indian Ocean,Central Indian,9.53495,79.24993,GoogleMaps Palk Bay,,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0868,CD110,12.307692,%,0.9615385,Figure 3,2016,Sep,Materials and Methods Sampling sites and environmental parameters p194,North Bali Island,Figure 1,Coral Triangle & SE Asia,Southeast Asia,-8.14028,114.65485,GoogleMaps Selini Beach Bali,,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0869,CD110,2.307692,%,0.1923077,Figure 3,2016,Sep,Materials and Methods Sampling sites and environmental parameters p194,North Bali Island,Figure 1,Coral Triangle & SE Asia,Southeast Asia,-8.14028,114.65485,GoogleMaps Selini Beach Bali,,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0870,CD110,46.923077,%,1.7307692,Figure 3,2016,Sep,Materials and Methods Sampling sites and environmental parameters p194,North Bali Island,Figure 1,Coral Triangle & SE Asia,Southeast Asia,-8.14028,114.65485,GoogleMaps Selini Beach Bali,,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0871,CD110,2.307692,%,0.1923077,Figure 3,2016,Sep,Materials and Methods Sampling sites and environmental parameters p194,North Bali Island,Figure 1,Coral Triangle & SE Asia,Southeast Asia,-8.14028,114.65485,GoogleMaps Selini Beach Bali,,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0872,CD110,76.923077,%,0.9615385,Figure 3,2016,Sep,Materials and Methods Sampling sites and environmental parameters p194,North Bali Island,Figure 1,Coral Triangle & SE Asia,Southeast Asia,-8.14028,114.65485,GoogleMaps Selini Beach Bali,,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0873,CD110,90.576923,%,0.7692308,Figure 3,2016,Sep,Materials and Methods Sampling sites and environmental parameters p194,North Bali Island,Figure 1,Coral Triangle & SE Asia,Southeast Asia,-8.14028,114.65485,GoogleMaps Selini Beach Bali,,,Prevalence extracted using MetaDigitise in Rstudio n = 3
EI0874,CD111,0.6875,%,0.25,Figure 3,2005,0,Figure 3,US Virgin Islands,Methods,Caribbean & Gulf of Mexico,Caribbean/Atlantic,18.92032,-64.95859,GoogleMaps US Virgin Islands,,,Prevalence extracted using MetaDigitise in Rstudio n = 108
EI0875,CD111,9.8125,%,1.75,Figure 3,2006,Jan-May,Figure 3,US Virgin Islands,Methods,Caribbean & Gulf of Mexico,Caribbean/Atlantic,18.92032,-64.95859,GoogleMaps US Virgin Islands,,,Prevalence extracted using MetaDigitise in Rstudio n = 108
EI0876,CD111,4.1875,%,0.8125,Figure 3,2006,Jun-Dec,Figure 3,US Virgin Islands,Methods,Caribbean & Gulf of Mexico,Caribbean/Atlantic,18.92032,-64.95859,GoogleMaps US Virgin Islands,,,Prevalence extracted using MetaDigitise in Rstudio n = 108
EI0877,CD111,0.25,%,0.125,Figure 3,2007,0,Figure 3,US Virgin Islands,Methods,Caribbean & Gulf of Mexico,Caribbean/Atlantic,18.92032,-64.95859,GoogleMaps US Virgin Islands,,,Prevalence extracted using MetaDigitise in Rstudio n = 108
EI0878,CD111,0.4375,%,0.25,Figure 3,2008,0,Figure 3,US Virgin Islands,Methods,Caribbean & Gulf of Mexico,Caribbean/Atlantic,18.92032,-64.95859,GoogleMaps US Virgin Islands,,,Prevalence extracted using MetaDigitise in Rstudio n = 108
EI0879,CD111,0.5625,%,0.3125,Figure 3,2009,0,Figure 3,US Virgin Islands,Methods,Caribbean & Gulf of Mexico,Caribbean/Atlantic,18.92032,-64.95859,GoogleMaps US Virgin Islands,,,Prevalence extracted using MetaDigitise in Rstudio n = 108
EI0880,CD111,0.3125,%,0.125,Figure 3,2010,0,Figure 3,US Virgin Islands,Methods,Caribbean & Gulf of Mexico,Caribbean/Atlantic,18.92032,-64.95859,GoogleMaps US Virgin Islands,,,Prevalence extracted using MetaDigitise in Rstudio n = 108
EI0881,CD112,2.50E-16,%,0.09760426,Figure 6,1994,0,Figure 6,Florida Keys National Marine Sanctuary,Materials and Methods White plague type ii data collection,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.574,-83.13982,GoogleMaps Florida Keys National Marine Sanctuary,,,Prevalence extracted using MetaDigitise in Rstudio n = 22
EI0882,CD112,8.70E-01,%,0.14196983,Figure 6,1995,0,Figure 6,Florida Keys National Marine Sanctuary,Materials and Methods White plague type ii data collection,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.574,-83.13982,GoogleMaps Florida Keys National Marine Sanctuary,,,Prevalence extracted using MetaDigitise in Rstudio n = 15
EI0883,CD112,9.13E-01,%,0.17524401,Figure 6,1996,0,Figure 6,Florida Keys National Marine Sanctuary,Materials and Methods White plague type ii data collection,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.574,-83.13982,GoogleMaps Florida Keys National Marine Sanctuary,,,Prevalence extracted using MetaDigitise in Rstudio n = 11
EI0884,CD112,2.50E-16,%,0.24401065,Figure 6,1997,0,Figure 6,Florida Keys National Marine Sanctuary,Materials and Methods White plague type ii data collection,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.574,-83.13982,GoogleMaps Florida Keys National Marine Sanctuary,,,Prevalence extracted using MetaDigitise in Rstudio n = 6
EI0885,CD112,5.83E-01,%,0.12644188,Figure 6,1998,0,Figure 6,Florida Keys National Marine Sanctuary,Materials and Methods White plague type ii data collection,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.574,-83.13982,GoogleMaps Florida Keys National Marine Sanctuary,,,Prevalence extracted using MetaDigitise in Rstudio n = 12
EI0886,CD112,1.13E-01,%,0.19299024,Figure 6,2001,0,Figure 6,Florida Keys National Marine Sanctuary,Materials and Methods White plague type ii data collection,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.574,-83.13982,GoogleMaps Florida Keys National Marine Sanctuary,,,Prevalence extracted using MetaDigitise in Rstudio n = 9
EI0887,CD112,4.22E-01,%,0.12200532,Figure 6,2002,0,Figure 6,Florida Keys National Marine Sanctuary,Materials and Methods White plague type ii data collection,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.574,-83.13982,GoogleMaps Florida Keys National Marine Sanctuary,,,Prevalence extracted using MetaDigitise in Rstudio n = 19
EI0888,CD112,2.00E-01,%,0.14862467,Figure 6,2004,0,Figure 6,Florida Keys National Marine Sanctuary,Materials and Methods White plague type ii data collection,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.574,-83.13982,GoogleMaps Florida Keys National Marine Sanctuary,,,Prevalence extracted using MetaDigitise in Rstudio n = 15
EI0889,CD112,2.50E-16,%,0.09760426,Figure 6,2005,0,Figure 6,Florida Keys National Marine Sanctuary,Materials and Methods White plague type ii data collection,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.574,-83.13982,GoogleMaps Florida Keys National Marine Sanctuary,,,Prevalence extracted using MetaDigitise in Rstudio n = 22
EI0890,CD113,30.4,%,,Results Disease prevalence and incidence rate p9,1994,Jul,Material and Methods p7,Eastern Dry Rocks Reef Florida Keys Marine Sanctuary,Material and Methods p7,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.460283,-81.84305,"Material and Methods p7, GoogleMaps",,,
EI0891,CD113,50.7,%,,Results Disease prevalence and incidence rate p9,1995,Jul,Material and Methods p7,Eastern Dry Rocks Reef Florida Keys Marine Sanctuary,Material and Methods p7,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.460283,-81.84305,"Material and Methods p7, GoogleMaps",,,
EI0892,CD113,57.7,%,,Results Disease prevalence and incidence rate p9,1996,Oct,Material and Methods p7,Eastern Dry Rocks Reef Florida Keys Marine Sanctuary,Material and Methods p7,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.460283,-81.84305,"Material and Methods p7, GoogleMaps",,,
EI0893,CD113,60.9,%,,Results Disease prevalence and incidence rate p9,1997,Jun,Material and Methods p7,Eastern Dry Rocks Reef Florida Keys Marine Sanctuary,Material and Methods p7,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.460283,-81.84305,"Material and Methods p7, GoogleMaps",,,
EI0894,CD113,64.3,%,,Results Disease prevalence and incidence rate p9,1997,Sep,Material and Methods p7,Eastern Dry Rocks Reef Florida Keys Marine Sanctuary,Material and Methods p7,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.460283,-81.84305,"Material and Methods p7, GoogleMaps",,,
EI0895,CD113,62.1,%,,Results Disease prevalence and incidence rate p9,1998,May,Material and Methods p7,Eastern Dry Rocks Reef Florida Keys Marine Sanctuary,Material and Methods p7,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.460283,-81.84305,"Material and Methods p7, GoogleMaps",,,
EI0896,CD113,71.4,%,,Results Disease prevalence and incidence rate p9,1998,Sep,Material and Methods p7,Eastern Dry Rocks Reef Florida Keys Marine Sanctuary,Material and Methods p7,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.460283,-81.84305,"Material and Methods p7, GoogleMaps",,,
EI0897,CD113,44.4,%,,Results Disease prevalence and incidence rate p9,1999,Jul,Material and Methods p7,Eastern Dry Rocks Reef Florida Keys Marine Sanctuary,Material and Methods p7,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.460283,-81.84305,"Material and Methods p7, GoogleMaps",,,
EI0898,CD113,33.3,%,,Results Disease prevalence and incidence rate p9,2000,Dec,Material and Methods p7,Eastern Dry Rocks Reef Florida Keys Marine Sanctuary,Material and Methods p7,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.460283,-81.84305,"Material and Methods p7, GoogleMaps",,,
EI0899,CD113,0,%,,Results Disease prevalence and incidence rate p9,2001,Jul,Material and Methods p7,Eastern Dry Rocks Reef Florida Keys Marine Sanctuary,Material and Methods p7,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.460283,-81.84305,"Material and Methods p7, GoogleMaps",,,
EI0900,CD113,50,%,,Results Disease prevalence and incidence rate p9,2002,Jul,Material and Methods p7,Eastern Dry Rocks Reef Florida Keys Marine Sanctuary,Material and Methods p7,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.460283,-81.84305,"Material and Methods p7, GoogleMaps",,,
EI0901,CD113,0,%,,Results Disease prevalence and incidence rate p9,2003,Jul,Material and Methods p7,Eastern Dry Rocks Reef Florida Keys Marine Sanctuary,Material and Methods p7,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.460283,-81.84305,"Material and Methods p7, GoogleMaps",,,
EI0902,CD113,50,%,,Results Disease prevalence and incidence rate p9,2004,Jul,Material and Methods p7,Eastern Dry Rocks Reef Florida Keys Marine Sanctuary,Material and Methods p7,Caribbean & Gulf of Mexico,Caribbean/Atlantic,24.460283,-81.84305,"Material and Methods p7, GoogleMaps",,,
EI0903,CD114,21.7,%,,Results,2015,Oct-Nov,"Methods Disease prevalence surveys, lesion progression monitoring and sampling","Luminao Reef, Guam",Results,Western Pacific,Micronesia,16.67526,144.08563,GoogleMaps Guam,,,
EI0904,CD114,0,%,,Results,2011,Jun,"Methods Disease prevalence surveys, lesion progression monitoring and sampling",Philippines,Results,Coral Triangle & SE Asia,Southeast Asia,11.20806,123.7396,GoogleMaps Bantayan Island,,,
